STA_NO,Area_NO,INFO_DATE,FCST_Rainfall,Q_IN
RFETS,09,2023-01-03 16:00:00.000,0.505202312138729,52.99813
RFETS,09,2023-01-03 17:00:00.000,0.32080924855491344,78.0
RFETS,09,2023-01-03 18:00:00.000,0.3913294797687863,53.43012
RFETS,09,2023-01-03 19:00:00.000,0.6161849710982663,77.93571
RFETS,09,2023-01-03 20:00:00.000,0.733526011560694,53.24079
RFETS,09,2023-01-03 21:00:00.000,0.8323699421965309,53.5302
RFETS,09,2023-01-03 22:00:00.000,0.6017341040462434,78.34821
RFETS,09,2023-01-03 23:00:00.000,0.6132947976878617,53.27293
RFETS,09,2023-01-04 00:00:00.000,0.6647398843930639,53.18004
RFETS,09,2023-01-04 01:00:00.000,0.4895953757225442,78.23035
RFETS,09,2023-01-04 02:00:00.000,0.6589595375722547,53.55698
RFETS,09,2023-01-04 03:00:00.000,0.5092485549132951,53.24432
RFETS,09,2023-01-04 04:00:00.000,0.6341040462427755,77.98392
RFETS,09,2023-01-04 05:00:00.000,0.3231213872832372,53.27464
RFETS,09,2023-01-04 06:00:00.000,0.7167630057803479,53.38909
RFETS,09,2023-01-04 07:00:00.000,0.6722543352601162,53.26746
RFETS,09,2023-01-04 08:00:00.000,0.6173410404624274,78.02143
RFETS,09,2023-01-04 09:00:00.000,0.3768786127167632,53.15496
RFETS,09,2023-01-04 10:00:00.000,0.12080924855491325,52.98195
RFETS,09,2023-01-04 11:00:00.000,0.06763005780346815,53.3567
RFETS,09,2023-01-04 12:00:00.000,0.14335260115606935,77.81786
RFETS,09,2023-01-04 13:00:00.000,0.22543352601156078,53.12476
RFETS,09,2023-01-04 14:00:00.000,0.9104046242774576,52.85849
RFETS,09,2023-01-04 15:00:00.000,0.7768786127167635,53.0371
RFETS,09,2023-01-04 16:00:00.000,0.30809248554913343,53.16579
RFETS,09,2023-01-04 17:00:00.000,0.11040462427745662,77.87679
RFETS,09,2023-01-04 18:00:00.000,0.4635838150289022,53.12452
RFETS,09,2023-01-04 20:00:00.000,0.3011560693641625,53.17468
RFETS,09,2023-01-04 21:00:00.000,0.16069364161849706,53.3656
RFETS,09,2023-01-04 22:00:00.000,0.44971098265895953,53.31202
RFETS,09,2023-01-04 23:00:00.000,0.4670520231213873,53.48174
RFETS,09,2023-01-05 00:00:00.000,0.4208092485549136,53.54055
RFETS,09,2023-01-05 01:00:00.000,0.2855491329479774,53.37107
RFETS,09,2023-01-05 02:00:00.000,0.36647398843930645,53.71369
RFETS,09,2023-01-05 03:00:00.000,0.4953757225433527,53.2923
RFETS,09,2023-01-05 04:00:00.000,0.2549132947976883,50.35733
RFETS,09,2023-01-05 05:00:00.000,0.32832369942196604,53.51012
RFETS,09,2023-01-05 06:00:00.000,0.7971098265895964,53.45667
RFETS,09,2023-01-05 07:00:00.000,0.6416184971098267,53.13159
RFETS,09,2023-01-05 08:00:00.000,0.7838150289017343,53.44401
RFETS,09,2023-01-05 09:00:00.000,0.06878612716763,53.68167
RFETS,09,2023-01-05 10:00:00.000,0.053179190751445095,53.47968
RFETS,09,2023-01-05 11:00:00.000,0.06820809248554913,53.31008
RFETS,09,2023-01-05 12:00:00.000,0.009826589595375723,42.21556
RFETS,09,2023-01-05 14:00:00.000,0.3554913294797689,49.30667
RFETS,09,2023-01-05 15:00:00.000,0.38439306358381525,44.72569
RFETS,09,2023-01-05 16:00:00.000,1.098843930635839,49.45655
RFETS,09,2023-01-05 17:00:00.000,0.9791907514450866,48.96964
RFETS,09,2023-01-05 18:00:00.000,0.1439306358381502,53.32444
RFETS,09,2023-01-05 19:00:00.000,0.0722543352601156,53.50829
RFETS,09,2023-01-05 20:00:00.000,0.15086705202312134,53.41381
